Lat,Long,Species,Present,Total
51.37,1.137,Honeybee,1,8
51.37,1.137,White/Buff-tailed Bumblebee workers,1,8
51.38,0.6095,Indet. Bee,1,8
51.39,-3.298,Tree Bumblebee,1,8
51.43,-1.724,Early Bumblebee,1,8
51.46,0.2958,Indet. Bee,1,8
51.47,0.4748,Tree Bumblebee,1,8
51.48,-3.627,White/Buff-tailed Bumblebee workers,1,8
51.48,0.3188,Garden Bumblebee,1,8
51.5,-0.9195,a white-tailed bumblebee,1,8
51.53,-1.883,a white-tailed bumblebee,1,8
51.54,-3.621,Early Bumblebee,1,8
51.55,-1.807,Common Carder,1,8
51.55,0.5296,Early Bumblebee,1,8
51.57,-1.944,Buff-tailed Bumblebee,1,8
51.57,-0.1154,White/Buff-tailed Bumblebee workers,1,8
51.58,-2.83,Early Bumblebee,1,8
51.58,-1.068,a white-tailed bumblebee,1,8
51.59,-1.97,Tree Bumblebee,1,8
51.6,-2.767,Buff-tailed Bumblebee,1,8
51.6,-2.767,Indet. Bee,1,8
51.61,-4.922,Red-tailed Bumblebee,1,8
51.62,0.8196,White/Buff-tailed Bumblebee workers,1,8
51.63,0.4377,Tree Bumblebee,1,8
51.66,-4.993,Buff-tailed Bumblebee,1,8
51.66,-4.993,Red-tailed Bumblebee,1,8
51.67,-1.257,Common Carder,1,8
51.67,-1.257,Red-tailed Bumblebee,1,8
51.71,-0.5034,Garden Bumblebee,1,8
51.71,-0.5034,Tree Bumblebee,1,8
51.75,-1.244,Honeybee,1,8
51.77,-3.201,Buff-tailed Bumblebee,1,8
51.81,-0.3523,White/Buff-tailed Bumblebee workers,1,8
51.82,-2.017,Red-tailed Bumblebee,1,8
51.95,-4.178,Tree Bumblebee,1,8
52.02,0.9543,Early Bumblebee,1,8
52.06,-2.683,a white-tailed bumblebee,1,8
52.06,-2.683,Garden Bumblebee,1,8
52.06,-2.674,Red-tailed Bumblebee,1,8
52.12,-2.327,Red-tailed Bumblebee,1,8
52.12,-0.2558,Early Bumblebee,1,8
52.22,-2.244,Indet. Bee,1,8
52.27,-2.375,a white-tailed bumblebee,1,8
52.29,-1.46,Indet. Bee,1,8
52.3,0.0166,Garden Bumblebee,1,8
52.32,-2.747,Garden Bumblebee,1,8
52.37,-2.311,Honeybee,1,8
52.38,-3.863,Early Bumblebee,1,8
52.49,-1.242,Buff-tailed Bumblebee,1,8
52.51,-2.24,Garden Bumblebee,1,8
52.52,0.2731,Buff-tailed Bumblebee,1,8
52.56,1.435,Tree Bumblebee,1,8
52.59,-1.088,Indet. Bee,1,8
52.67,0.3695,White/Buff-tailed Bumblebee workers,1,8
52.89,-2.498,Early Bumblebee,1,8
52.89,-2.498,Indet. Bee,1,8
53.04,-1.503,Buff-tailed Bumblebee,1,8
53.08,-1.579,Buff-tailed Bumblebee,1,8
53.08,-1.579,Tree Bumblebee,1,8
53.1,-3.791,Honeybee,1,8
53.1,-1.53,Garden Bumblebee,1,8
53.14,-0.9953,Tree Bumblebee,1,8
53.21,-2.958,Common Carder,1,8
53.23,-2.169,Honeybee,1,8
53.28,-3.831,Early Bumblebee,1,8
53.37,-1.584,Indet. Bee,1,8
53.37,-1.584,White/Buff-tailed Bumblebee workers,1,8
53.49,-2.071,Common Carder,1,8
53.58,-0.6724,Common Carder,1,8
53.59,-3.071,Common Carder,1,8
53.62,-2.868,a white-tailed bumblebee,1,8
53.63,-1.76,Honeybee,1,8
53.63,-1.76,Indet. Bee,1,8
53.63,-0.9248,Buff-tailed Bumblebee,1,8
53.7,-2.377,Indet. Bee,1,8
53.79,-0.4168,Tree Bumblebee,1,8
53.82,-0.4172,Buff-tailed Bumblebee,1,8
53.83,-1.644,Honeybee,1,8
53.86,-0.6317,a white-tailed bumblebee,1,8
53.97,-2.454,Garden Bumblebee,1,8
53.98,-1.404,Red-tailed Bumblebee,1,8
53.99,-2.413,a white-tailed bumblebee,1,8
54.06,-1.451,Garden Bumblebee,1,8
54.08,-0.45,Garden Bumblebee,1,8
54.19,-2.909,Garden Bumblebee,1,8
54.2,-2.118,a white-tailed bumblebee,1,8
54.27,-2.388,White/Buff-tailed Bumblebee workers,1,8
54.3,-1.912,a white-tailed bumblebee,1,8
54.33,-2.991,a white-tailed bumblebee,1,8
54.83,-1.852,Buff-tailed Bumblebee,1,8
54.84,-1.72,a white-tailed bumblebee,1,8
54.88,-2.809,Buff-tailed Bumblebee,1,8
55.79,-4.228,Common Carder,1,8
55.82,-3.218,Common Carder,1,8
55.83,-4.157,Early Bumblebee,1,8
55.87,-2.94,Honeybee,1,8
55.93,-4.515,Buff-tailed Bumblebee,1,8
55.93,-3.045,Garden Bumblebee,1,8
55.94,-3.471,Garden Bumblebee,1,8
55.94,-3.167,Indet. Bee,1,8
55.98,-3.173,Buff-tailed Bumblebee,1,8
55.99,-2.447,White/Buff-tailed Bumblebee workers,1,8
56,-3.47,Tree Bumblebee,1,8
56.12,-3.14,Early Bumblebee,1,8
56.12,-3.14,Garden Bumblebee,1,8
56.12,-3.128,Garden Bumblebee,1,8
56.16,-3.681,Early Bumblebee,1,8
56.16,-3.681,White/Buff-tailed Bumblebee workers,1,8
56.21,-3.406,Early Bumblebee,1,8
56.21,-3.406,Garden Bumblebee,1,8
56.38,-5.443,Buff-tailed Bumblebee,1,8
56.47,-2.951,Common Carder,1,8
56.48,-5.391,a white-tailed bumblebee,1,8
50.15,-5.137,Common Carder,1,7
50.15,-5.137,Indet. Bee,1,7
50.37,-4.237,a white-tailed bumblebee,1,7
50.46,-3.565,Early Bumblebee,1,7
50.52,-3.514,Common Carder,1,7
50.62,-3.417,Early Bumblebee,1,7
50.64,-1.934,Early Bumblebee,1,7
50.64,-1.934,Garden Bumblebee,1,7
50.79,-1.01,White/Buff-tailed Bumblebee workers,1,7
50.8,-1.549,Early Bumblebee,1,7
50.8,-0.8646,Tree Bumblebee,1,7
50.81,-3.66,Buff-tailed Bumblebee,1,7
50.83,-1.056,Tree Bumblebee,1,7
50.84,-0.6508,a white-tailed bumblebee,1,7
50.85,-2.239,Early Bumblebee,1,7
50.86,-0.1615,a white-tailed bumblebee,1,7
50.91,-2.691,White/Buff-tailed Bumblebee workers,1,7
50.92,0.1101,a white-tailed bumblebee,1,7
50.92,0.1101,Buff-tailed Bumblebee,1,7
50.92,0.9336,Early Bumblebee,1,7
50.93,-0.2838,Early Bumblebee,1,7
50.99,0.9623,Red-tailed Bumblebee,1,7
51,0.578,Buff-tailed Bumblebee,1,7
51,0.9587,Common Carder,1,7
51.01,0.9777,Early Bumblebee,1,7
51.04,-0.7347,Buff-tailed Bumblebee,1,7
51.05,-0.1967,White/Buff-tailed Bumblebee workers,1,7
51.06,-0.3249,Common Carder,1,7
51.06,0.5743,Buff-tailed Bumblebee,1,7
51.07,0.7951,Common Carder,1,7
51.08,-4.06,a white-tailed bumblebee,1,7
51.08,-2.654,Tree Bumblebee,1,7
51.08,0.7197,Buff-tailed Bumblebee,1,7
51.08,0.7724,Red-tailed Bumblebee,1,7
51.1,0.03513,Buff-tailed Bumblebee,1,7
51.1,0.03513,White/Buff-tailed Bumblebee workers,1,7
51.1,0.9525,Buff-tailed Bumblebee,1,7
51.1,0.9525,Common Carder,1,7
51.13,-3.352,White/Buff-tailed Bumblebee workers,1,7
51.14,-3.131,Indet. Bee,1,7
51.14,-3.131,Tree Bumblebee,1,7
51.15,-2.769,Red-tailed Bumblebee,1,7
51.16,-2.853,Garden Bumblebee,1,7
51.17,0.313,a white-tailed bumblebee,1,7
51.17,1.1,Buff-tailed Bumblebee,1,7
51.23,-3.866,Indet. Bee,1,7
51.27,-1.713,Common Carder,1,7
51.3,1.025,Tree Bumblebee,1,7
51.32,-0.5621,Tree Bumblebee,1,7
51.32,-0.5046,Buff-tailed Bumblebee,1,7
51.36,-0.4818,a white-tailed bumblebee,1,7
51.36,1.043,Tree Bumblebee,1,7
51.38,-0.6106,White/Buff-tailed Bumblebee workers,1,7
51.39,0.4333,White/Buff-tailed Bumblebee workers,1,7
51.39,0.9337,White/Buff-tailed Bumblebee workers,1,7
51.41,-0.4012,Red-tailed Bumblebee,1,7
51.42,-0.5936,Red-tailed Bumblebee,1,7
51.43,-2.874,Tree Bumblebee,1,7
51.43,-1.724,Indet. Bee,1,7
51.46,-0.1505,Buff-tailed Bumblebee,1,7
51.48,-0.7213,Indet. Bee,1,7
51.53,-1.503,Tree Bumblebee,1,7
51.55,-2.963,a white-tailed bumblebee,1,7
51.58,-0.3217,Common Carder,1,7
51.58,-0.05151,Tree Bumblebee,1,7
51.58,0.01066,Indet. Bee,1,7
51.59,-0.02225,Early Bumblebee,1,7
51.61,-2.222,White/Buff-tailed Bumblebee workers,1,7
51.64,-1.905,Red-tailed Bumblebee,1,7
51.64,0.0722,Red-tailed Bumblebee,1,7
51.65,-5.053,a white-tailed bumblebee,1,7
51.66,-4.993,Common Carder,1,7
51.69,-5.043,Common Carder,1,7
51.69,-5.043,Red-tailed Bumblebee,1,7
51.69,-2.858,Tree Bumblebee,1,7
51.69,-1.747,a white-tailed bumblebee,1,7
51.71,-4.967,Honeybee,1,7
51.77,-3.201,White/Buff-tailed Bumblebee workers,1,7
51.78,-1.194,Common Carder,1,7
51.79,-4.934,Tree Bumblebee,1,7
51.83,-4.047,Common Carder,1,7
51.83,-0.7942,Indet. Bee,1,7
51.88,-4.014,Common Carder,1,7
51.88,-2.046,Tree Bumblebee,1,7
51.91,-2.529,Red-tailed Bumblebee,1,7
51.97,1.051,Tree Bumblebee,1,7
52.07,-4.645,White/Buff-tailed Bumblebee workers,1,7
52.12,-2.327,Honeybee,1,7
52.12,0.3646,a white-tailed bumblebee,1,7
52.12,0.3646,White/Buff-tailed Bumblebee workers,1,7
52.13,-3.246,a white-tailed bumblebee,1,7
52.17,0.06198,Tree Bumblebee,1,7
52.18,-3.949,Honeybee,1,7
52.24,-2.937,Common Carder,1,7
52.24,-0.06821,Garden Bumblebee,1,7
52.25,0.735,Early Bumblebee,1,7
52.27,-1.568,Tree Bumblebee,1,7
52.3,0.0166,White/Buff-tailed Bumblebee workers,1,7
52.53,-1.951,Tree Bumblebee,1,7
52.58,0.993,Honeybee,1,7
52.58,0.993,Indet. Bee,1,7
52.59,-1.702,a white-tailed bumblebee,1,7
52.59,-1.702,Garden Bumblebee,1,7
52.59,-1.088,Early Bumblebee,1,7
52.69,-2.007,Buff-tailed Bumblebee,1,7
52.78,0.4334,Indet. Bee,1,7
52.79,-4.726,Indet. Bee,1,7
52.83,0.4744,Early Bumblebee,1,7
52.83,1.215,Garden Bumblebee,1,7
52.96,-1.546,White/Buff-tailed Bumblebee workers,1,7
53.11,-1.568,Garden Bumblebee,1,7
53.19,-2.88,White/Buff-tailed Bumblebee workers,1,7
53.2,-2.912,Red-tailed Bumblebee,1,7
53.2,-2.891,Indet. Bee,1,7
53.22,-1.675,Red-tailed Bumblebee,1,7
53.27,-0.4887,Buff-tailed Bumblebee,1,7
53.28,-3.831,Indet. Bee,1,7
53.29,-1.418,Red-tailed Bumblebee,1,7
53.36,-0.9511,Red-tailed Bumblebee,1,7
53.37,-2.543,White/Buff-tailed Bumblebee workers,1,7
53.38,-2.815,Tree Bumblebee,1,7
53.43,-2.296,Red-tailed Bumblebee,1,7
53.49,-2.071,Red-tailed Bumblebee,1,7
53.56,-2.614,Garden Bumblebee,1,7
53.59,-3.058,a white-tailed bumblebee,1,7
53.62,-2.868,Buff-tailed Bumblebee,1,7
53.66,-2.601,Red-tailed Bumblebee,1,7
53.77,-2.628,a white-tailed bumblebee,1,7
53.77,-2.223,Common Carder,1,7
53.82,-1.667,Tree Bumblebee,1,7
53.82,-0.4172,Early Bumblebee,1,7
53.83,-1.532,Common Carder,1,7
53.91,-1.762,Tree Bumblebee,1,7
53.97,-2.419,Common Carder,1,7
54,-0.4529,Honeybee,1,7
54.03,-2.808,Buff-tailed Bumblebee,1,7
54.04,-2.779,Early Bumblebee,1,7
54.07,-1.979,Garden Bumblebee,1,7
54.11,-4.579,Early Bumblebee,1,7
54.11,-2.333,White/Buff-tailed Bumblebee workers,1,7
54.19,-2.909,Indet. Bee,1,7
54.2,-2.118,Early Bumblebee,1,7
54.3,-2.794,Early Bumblebee,1,7
54.31,-2.083,Early Bumblebee,1,7
54.75,-2.186,Red-tailed Bumblebee,1,7
54.76,-2.022,White/Buff-tailed Bumblebee workers,1,7
54.86,-1.72,a white-tailed bumblebee,1,7
54.96,-1.886,Tree Bumblebee,1,7
55.38,-1.918,Tree Bumblebee,1,7
55.77,-2.025,Tree Bumblebee,1,7
55.78,-4.02,Red-tailed Bumblebee,1,7
55.79,-4.228,Red-tailed Bumblebee,1,7
55.81,-4.59,Buff-tailed Bumblebee,1,7
55.82,-4.375,Garden Bumblebee,1,7
55.83,-4.278,Indet. Bee,1,7
55.83,-4.153,Common Carder,1,7
55.85,-4.583,Indet. Bee,1,7
55.86,-3.334,White/Buff-tailed Bumblebee workers,1,7
55.86,-3.174,White/Buff-tailed Bumblebee workers,1,7
55.86,-2.96,Indet. Bee,1,7
55.87,-2.94,a white-tailed bumblebee,1,7
55.89,-3.314,White/Buff-tailed Bumblebee workers,1,7
55.91,-3.035,Red-tailed Bumblebee,1,7
55.93,-4.515,Common Carder,1,7
55.93,-4.487,Common Carder,1,7
55.93,-3.226,Buff-tailed Bumblebee,1,7
55.94,-3.471,Honeybee,1,7
55.95,-3.178,Garden Bumblebee,1,7
55.95,-3.151,Garden Bumblebee,1,7
55.96,-3.185,Common Carder,1,7
55.96,-2.673,Garden Bumblebee,1,7
55.97,-2.854,Early Bumblebee,1,7
55.98,-2.752,Red-tailed Bumblebee,1,7
55.99,-2.452,Red-tailed Bumblebee,1,7
56.01,-3.737,White/Buff-tailed Bumblebee workers,1,7
56.12,-3.14,Tree Bumblebee,1,7
56.19,-3.968,Tree Bumblebee,1,7
56.21,-3.407,Early Bumblebee,1,7
56.3,-3.088,Buff-tailed Bumblebee,1,7
56.3,-3.088,Garden Bumblebee,1,7
56.33,-3.016,Early Bumblebee,1,7
56.35,-5.117,Common Carder,1,7
56.37,-5.425,a white-tailed bumblebee,1,7
56.38,-5.443,Honeybee,1,7
56.42,-3.47,a white-tailed bumblebee,1,7
56.44,-2.882,Honeybee,1,7
56.56,-2.597,White/Buff-tailed Bumblebee workers,1,7
57.25,-2.729,Garden Bumblebee,1,7
57.98,-3.974,Garden Bumblebee,1,7
50.15,-5.137,Garden Bumblebee,1,6
50.52,-3.514,Buff-tailed Bumblebee,1,6
50.52,-3.514,Early Bumblebee,1,6
50.64,-3.409,White/Buff-tailed Bumblebee workers,1,6
50.69,-3.672,White/Buff-tailed Bumblebee workers,1,6
50.69,-3.301,Indet. Bee,1,6
50.74,-1.534,Tree Bumblebee,1,6
50.76,0.1324,Buff-tailed Bumblebee,1,6
50.77,-0.752,Common Carder,1,6
50.81,-3.66,Common Carder,1,6
50.83,0.4185,Buff-tailed Bumblebee,1,6
50.85,-0.9757,Common Carder,1,6
50.85,-0.4118,a white-tailed bumblebee,1,6
50.85,-0.4118,Common Carder,1,6
50.85,-0.2812,Red-tailed Bumblebee,1,6
50.85,-0.2074,a white-tailed bumblebee,1,6
50.89,-0.3436,Buff-tailed Bumblebee,1,6
50.92,0.1101,Common Carder,1,6
50.93,0.7582,Common Carder,1,6
50.93,0.9144,Common Carder,1,6
50.93,0.9161,Garden Bumblebee,1,6
50.93,0.9216,Garden Bumblebee,1,6
50.93,0.9217,a white-tailed bumblebee,1,6
50.94,-2.824,a white-tailed bumblebee,1,6
50.95,-0.1647,Buff-tailed Bumblebee,1,6
50.95,-0.1647,Red-tailed Bumblebee,1,6
50.96,-1.92,Indet. Bee,1,6
50.96,-1.368,Buff-tailed Bumblebee,1,6
50.96,0.9223,Buff-tailed Bumblebee,1,6
50.96,0.9259,Common Carder,1,6
50.98,-1.94,Early Bumblebee,1,6
50.98,-0.7392,Honeybee,1,6
50.99,0.5908,Common Carder,1,6
50.99,0.918,Red-tailed Bumblebee,1,6
50.99,0.9683,Red-tailed Bumblebee,1,6
51,0.578,a white-tailed bumblebee,1,6
51,0.578,Early Bumblebee,1,6
51.05,0.8877,Early Bumblebee,1,6
51.06,-0.3249,Indet. Bee,1,6
51.06,0.7542,Garden Bumblebee,1,6
51.06,1.021,Red-tailed Bumblebee,1,6
51.07,0.7108,a white-tailed bumblebee,1,6
51.07,1.118,Common Carder,1,6
51.08,-2.654,Indet. Bee,1,6
51.08,-2.548,a white-tailed bumblebee,1,6
51.08,-2.548,Tree Bumblebee,1,6
51.08,-0.4638,Buff-tailed Bumblebee,1,6
51.09,1.206,Buff-tailed Bumblebee,1,6
51.1,0.03513,Honeybee,1,6
51.15,-3.987,a white-tailed bumblebee,1,6
51.15,-2.741,Buff-tailed Bumblebee,1,6
51.16,-1.695,Garden Bumblebee,1,6
51.17,0.313,White/Buff-tailed Bumblebee workers,1,6
51.17,0.3261,Garden Bumblebee,1,6
51.17,0.3261,Tree Bumblebee,1,6
51.17,1.1,Red-tailed Bumblebee,1,6
51.19,-2.791,White/Buff-tailed Bumblebee workers,1,6
51.19,-2.778,a white-tailed bumblebee,1,6
51.21,1.375,Honeybee,1,6
51.22,-1.976,Indet. Bee,1,6
51.22,0.3314,Red-tailed Bumblebee,1,6
51.28,-1.966,Early Bumblebee,1,6
51.3,1.024,Buff-tailed Bumblebee,1,6
51.32,-0.5046,a white-tailed bumblebee,1,6
51.35,0.7403,Buff-tailed Bumblebee,1,6
51.35,1.016,a white-tailed bumblebee,1,6
51.36,1.043,Garden Bumblebee,1,6
51.37,0.5543,Common Carder,1,6
51.38,-2.822,Common Carder,1,6
51.38,0.1153,White/Buff-tailed Bumblebee workers,1,6
51.39,-3.315,Tree Bumblebee,1,6
51.39,0.3541,a white-tailed bumblebee,1,6
51.4,-2.644,Early Bumblebee,1,6
51.4,-2.273,Honeybee,1,6
51.4,-2.273,Red-tailed Bumblebee,1,6
51.43,-1.724,a white-tailed bumblebee,1,6
51.44,-2.583,Garden Bumblebee,1,6
51.45,0.1744,Early Bumblebee,1,6
51.47,0.08189,Tree Bumblebee,1,6
51.48,-2.573,Indet. Bee,1,6
51.48,-0.7213,Buff-tailed Bumblebee,1,6
51.49,0.2297,Red-tailed Bumblebee,1,6
51.5,-3.203,Red-tailed Bumblebee,1,6
51.5,-3.18,Red-tailed Bumblebee,1,6
51.5,-0.9195,White/Buff-tailed Bumblebee workers,1,6
51.55,0.2889,a white-tailed bumblebee,1,6
51.55,0.2889,Tree Bumblebee,1,6
51.55,0.5296,Common Carder,1,6
51.56,-3.733,Indet. Bee,1,6
51.57,-2.846,Indet. Bee,1,6
51.58,-0.3605,Tree Bumblebee,1,6
51.59,-2.791,White/Buff-tailed Bumblebee workers,1,6
51.59,-0.09879,Common Carder,1,6
51.61,-4.922,Indet. Bee,1,6
51.61,-2.222,Early Bumblebee,1,6
51.61,-2.222,Garden Bumblebee,1,6
51.62,-2.029,Common Carder,1,6
51.62,-2.029,Red-tailed Bumblebee,1,6
51.65,-5.053,Common Carder,1,6
51.67,-2.147,Buff-tailed Bumblebee,1,6
51.67,-1.257,Buff-tailed Bumblebee,1,6
51.67,0.5739,a white-tailed bumblebee,1,6
51.69,-5.043,White/Buff-tailed Bumblebee workers,1,6
51.69,-1.747,White/Buff-tailed Bumblebee workers,1,6
51.82,-2.017,Buff-tailed Bumblebee,1,6
51.87,-4.968,Common Carder,1,6
51.98,-0.2659,Red-tailed Bumblebee,1,6
52.02,0.9543,Common Carder,1,6
52.07,-0.1236,Early Bumblebee,1,6
52.08,-4.758,Indet. Bee,1,6
52.08,-4.681,Indet. Bee,1,6
52.12,-2.327,Common Carder,1,6
52.17,0.06198,Garden Bumblebee,1,6
52.22,-0.1421,Early Bumblebee,1,6
52.22,-0.1421,Garden Bumblebee,1,6
52.24,-2.937,Garden Bumblebee,1,6
52.26,1.624,Indet. Bee,1,6
52.27,-1.568,Early Bumblebee,1,6
52.27,-1.568,Red-tailed Bumblebee,1,6
52.28,-1.666,Garden Bumblebee,1,6
52.31,-1.377,Indet. Bee,1,6
52.32,-0.02937,Buff-tailed Bumblebee,1,6
52.34,1.503,Garden Bumblebee,1,6
52.38,-3.863,Garden Bumblebee,1,6
52.41,-4.076,Early Bumblebee,1,6
52.51,-2.24,Tree Bumblebee,1,6
52.53,1.32,Indet. Bee,1,6
52.58,0.993,Red-tailed Bumblebee,1,6
52.59,-1.702,Honeybee,1,6
52.68,-0.02363,Red-tailed Bumblebee,1,6
52.73,-2.841,Honeybee,1,6
52.83,0.4744,Red-tailed Bumblebee,1,6
52.83,1.46,Buff-tailed Bumblebee,1,6
52.86,-1.557,Buff-tailed Bumblebee,1,6
52.87,-3.101,Early Bumblebee,1,6
52.89,-2.498,a white-tailed bumblebee,1,6
52.91,-0.6349,a white-tailed bumblebee,1,6
52.91,-0.6349,White/Buff-tailed Bumblebee workers,1,6
52.93,-1.191,a white-tailed bumblebee,1,6
52.95,-1.265,Tree Bumblebee,1,6
52.96,-1.546,Indet. Bee,1,6
52.99,-0.9988,a white-tailed bumblebee,1,6
53.08,-1.579,Red-tailed Bumblebee,1,6
53.1,-1.577,Garden Bumblebee,1,6
53.11,-1.55,Tree Bumblebee,1,6
53.21,-0.4397,Buff-tailed Bumblebee,1,6
53.25,-2.081,Early Bumblebee,1,6
53.26,-2.73,Early Bumblebee,1,6
53.27,-0.4887,a white-tailed bumblebee,1,6
53.27,-0.4887,Red-tailed Bumblebee,1,6
53.33,-1.979,Buff-tailed Bumblebee,1,6
53.33,-1.979,Honeybee,1,6
53.53,-2.106,Buff-tailed Bumblebee,1,6
53.53,-2.106,Common Carder,1,6
53.59,-3.058,Honeybee,1,6
53.63,-1.76,Common Carder,1,6
53.68,-1.862,Honeybee,1,6
53.74,-1.403,Buff-tailed Bumblebee,1,6
53.78,-0.355,Indet. Bee,1,6
53.83,-1.644,Indet. Bee,1,6
53.83,-0.5884,Honeybee,1,6
53.84,-1.506,a white-tailed bumblebee,1,6
53.84,-1.506,Honeybee,1,6
53.95,-2.381,Red-tailed Bumblebee,1,6
53.97,-2.454,Tree Bumblebee,1,6
53.99,-2.413,Early Bumblebee,1,6
53.99,-2.404,a white-tailed bumblebee,1,6
54.06,-1.451,Indet. Bee,1,6
54.07,-2.73,Common Carder,1,6
54.08,-0.4485,a white-tailed bumblebee,1,6
54.11,-2.333,Indet. Bee,1,6
54.18,-2.185,Common Carder,1,6
54.2,-2.351,Common Carder,1,6
54.21,-3.259,Garden Bumblebee,1,6
54.24,-1.992,Red-tailed Bumblebee,1,6
54.46,-0.5931,Early Bumblebee,1,6
54.97,-1.355,Garden Bumblebee,1,6
54.99,-1.595,White/Buff-tailed Bumblebee workers,1,6
55.58,-4.637,Buff-tailed Bumblebee,1,6
55.58,-4.637,Indet. Bee,1,6
55.64,-4.653,a white-tailed bumblebee,1,6
55.72,-1.947,Indet. Bee,1,6
55.77,-3.994,a white-tailed bumblebee,1,6
55.77,-2.025,Buff-tailed Bumblebee,1,6
55.82,-4.56,White/Buff-tailed Bumblebee workers,1,6
55.83,-4.695,White/Buff-tailed Bumblebee workers,1,6
55.84,-4.496,Honeybee,1,6
55.86,-3.334,Common Carder,1,6
55.86,-2.96,Garden Bumblebee,1,6
55.88,-3.92,Common Carder,1,6
55.88,-3.151,Common Carder,1,6
55.88,-3.151,Early Bumblebee,1,6
55.89,-3.268,a white-tailed bumblebee,1,6
55.9,-2.721,Early Bumblebee,1,6
55.91,-3.035,Indet. Bee,1,6
55.92,-3.269,Garden Bumblebee,1,6
55.92,-3.197,Common Carder,1,6
55.92,-3.197,Early Bumblebee,1,6
55.95,-3.178,Honeybee,1,6
55.96,-3.323,Red-tailed Bumblebee,1,6
55.99,-3.467,Indet. Bee,1,6
56,-4.896,Common Carder,1,6
56.07,-3.194,Early Bumblebee,1,6
56.07,-3.194,Indet. Bee,1,6
56.19,-3.968,Indet. Bee,1,6
56.3,-3.159,Garden Bumblebee,1,6
56.35,-5.081,Indet. Bee,1,6
56.4,-3.429,Garden Bumblebee,1,6
56.41,-3.441,Indet. Bee,1,6
56.47,-2.951,Early Bumblebee,1,6
56.56,-3.575,Garden Bumblebee,1,6
56.57,-3.181,Early Bumblebee,1,6
56.64,-3.807,White/Buff-tailed Bumblebee workers,1,6
57.03,-2.156,Buff-tailed Bumblebee,1,6
57.25,-2.729,Early Bumblebee,1,6
57.36,-2.186,Common Carder,1,6
57.65,-3.309,Common Carder,1,6
57.67,-3.318,Red-tailed Bumblebee,1,6
57.68,-3.118,Red-tailed Bumblebee,1,6
57.98,-3.974,Buff-tailed Bumblebee,1,6
57.98,-3.974,Early Bumblebee,1,6
58.61,-3.338,a white-tailed bumblebee,1,6
50.36,-3.947,White/Buff-tailed Bumblebee workers,1,5
50.52,-3.633,Garden Bumblebee,1,5
50.6,-1.958,a white-tailed bumblebee,1,5
50.68,-3.311,a white-tailed bumblebee,1,5
50.71,-1.402,Honeybee,1,5
50.71,-1.402,Indet. Bee,1,5
50.77,-0.752,Red-tailed Bumblebee,1,5
50.8,-1.559,Early Bumblebee,1,5
50.81,-1.046,a white-tailed bumblebee,1,5
50.81,-0.4544,a white-tailed bumblebee,1,5
50.83,-0.1084,Common Carder,1,5
50.83,-0.1084,Garden Bumblebee,1,5
50.83,0.4185,Early Bumblebee,1,5
50.84,-0.3239,Indet. Bee,1,5
50.85,-2.239,a white-tailed bumblebee,1,5
50.85,-1.055,Early Bumblebee,1,5
50.86,-4.12,White/Buff-tailed Bumblebee workers,1,5
50.86,-0.1615,Buff-tailed Bumblebee,1,5
50.91,0.9577,Red-tailed Bumblebee,1,5
50.92,0.9156,Garden Bumblebee,1,5
50.94,0.7582,Red-tailed Bumblebee,1,5
50.95,-0.1647,Tree Bumblebee,1,5
50.95,0.7773,Early Bumblebee,1,5
50.96,-4.167,a white-tailed bumblebee,1,5
50.96,0.7983,Early Bumblebee,1,5
50.98,-0.7392,Buff-tailed Bumblebee,1,5
50.99,0.5908,Garden Bumblebee,1,5
50.99,0.9727,a white-tailed bumblebee,1,5
51,0.9589,Red-tailed Bumblebee,1,5
51,0.9589,Tree Bumblebee,1,5
51.01,-0.1242,Buff-tailed Bumblebee,1,5
51.01,-0.1213,Red-tailed Bumblebee,1,5
51.02,-3.119,Indet. Bee,1,5
51.04,-2.667,a white-tailed bumblebee,1,5
51.04,-2.665,a white-tailed bumblebee,1,5
51.05,-1.311,a white-tailed bumblebee,1,5
51.06,-2.698,a white-tailed bumblebee,1,5
51.08,-0.4638,Common Carder,1,5
51.08,0.4125,Common Carder,1,5
51.08,0.7724,Garden Bumblebee,1,5
51.08,1.17,Indet. Bee,1,5
51.09,1.206,Honeybee,1,5
51.11,0.2128,Buff-tailed Bumblebee,1,5
51.11,0.2229,Garden Bumblebee,1,5
51.13,-3.352,a white-tailed bumblebee,1,5
51.15,-3.987,Indet. Bee,1,5
51.16,-2.853,Buff-tailed Bumblebee,1,5
51.17,-2.85,Buff-tailed Bumblebee,1,5
51.17,0.3261,Buff-tailed Bumblebee,1,5
51.23,-3.867,White/Buff-tailed Bumblebee workers,1,5
51.3,-0.831,a white-tailed bumblebee,1,5
51.3,-0.831,Buff-tailed Bumblebee,1,5
51.3,1.024,a white-tailed bumblebee,1,5
51.3,1.081,Honeybee,1,5
51.31,-0.5252,Red-tailed Bumblebee,1,5
51.32,-0.9309,Buff-tailed Bumblebee,1,5
51.32,-0.5621,a white-tailed bumblebee,1,5
51.32,1.359,a white-tailed bumblebee,1,5
51.36,-1.203,Tree Bumblebee,1,5
51.36,-0.4818,Honeybee,1,5
51.38,-3.124,Buff-tailed Bumblebee,1,5
51.38,-3.124,White/Buff-tailed Bumblebee workers,1,5
51.38,-2.826,Tree Bumblebee,1,5
