Lat,Long,Species,Present,Total
51.59,-2.791,Tree Bumblebee,0,0
51.59,-2.704,Early Bumblebee,0,0
51.59,-2.704,Garden Bumblebee,0,0
51.59,-2.704,Indet. Bee,0,0
51.59,-2.704,Tree Bumblebee,0,0
51.59,-0.09879,a white-tailed bumblebee,0,0
51.59,-0.09879,Early Bumblebee,0,0
51.59,-0.09879,Garden Bumblebee,0,0
51.59,-0.09879,Honeybee,0,0
51.59,-0.09879,Indet. Bee,0,0
51.59,-0.09879,Tree Bumblebee,0,0
51.59,-0.09879,White/Buff-tailed Bumblebee workers,0,0
51.59,-0.02786,a white-tailed bumblebee,0,0
51.59,-0.02786,Buff-tailed Bumblebee,0,0
51.59,-0.02786,Common Carder,0,0
51.59,-0.02786,Garden Bumblebee,0,0
51.59,-0.02786,Honeybee,0,0
51.59,-0.02786,Indet. Bee,0,0
51.59,-0.02786,Red-tailed Bumblebee,0,0
51.59,-0.02786,White/Buff-tailed Bumblebee workers,0,0
51.59,-0.02225,Garden Bumblebee,0,0
51.59,-0.02225,Honeybee,0,0
51.59,-0.02225,Indet. Bee,0,0
51.6,-3.064,Common Carder,0,0
51.6,-3.064,Early Bumblebee,0,0
51.6,-3.064,Garden Bumblebee,0,0
51.6,-3.064,Honeybee,0,0
51.6,-3.064,Indet. Bee,0,0
51.6,-3.064,Red-tailed Bumblebee,0,0
51.6,-3.064,Tree Bumblebee,0,0
51.6,-3.064,White/Buff-tailed Bumblebee workers,0,0
51.6,-2.767,a white-tailed bumblebee,0,0
51.6,-1.121,Early Bumblebee,0,0
51.6,-1.121,Honeybee,0,0
51.6,-1.121,Indet. Bee,0,0
51.61,-4.974,Early Bumblebee,0,0
51.61,-4.974,Honeybee,0,0
51.61,-4.974,Tree Bumblebee,0,0
51.61,-4.974,White/Buff-tailed Bumblebee workers,0,0
51.61,-4.922,a white-tailed bumblebee,0,0
51.61,-4.922,Honeybee,0,0
51.61,-4.922,Tree Bumblebee,0,0
51.61,-4.922,White/Buff-tailed Bumblebee workers,0,0
51.61,-1.264,a white-tailed bumblebee,0,0
51.61,-1.264,Common Carder,0,0
51.61,-1.264,Early Bumblebee,0,0
51.61,-1.264,Garden Bumblebee,0,0
51.61,-1.264,Tree Bumblebee,0,0
51.61,-1.264,White/Buff-tailed Bumblebee workers,0,0
51.61,-1.233,Honeybee,0,0
51.62,-3.833,a white-tailed bumblebee,0,0
51.62,-3.833,Honeybee,0,0
51.62,-3.833,Indet. Bee,0,0
51.62,-3.833,Tree Bumblebee,0,0
51.62,-3.833,White/Buff-tailed Bumblebee workers,0,0
51.62,-3.66,a white-tailed bumblebee,0,0
51.62,-3.66,Common Carder,0,0
51.62,-3.66,Early Bumblebee,0,0
51.62,-3.66,Honeybee,0,0
51.62,-3.66,Indet. Bee,0,0
51.62,-3.66,Red-tailed Bumblebee,0,0
51.62,-3.66,Tree Bumblebee,0,0
51.62,-3.66,White/Buff-tailed Bumblebee workers,0,0
51.62,-3.658,a white-tailed bumblebee,0,0
51.62,-3.658,Buff-tailed Bumblebee,0,0
51.62,-3.658,Common Carder,0,0
51.62,-3.658,Early Bumblebee,0,0
51.62,-3.658,Honeybee,0,0
51.62,-3.658,Indet. Bee,0,0
51.62,-3.658,Red-tailed Bumblebee,0,0
51.62,-3.658,Tree Bumblebee,0,0
51.62,-3.658,White/Buff-tailed Bumblebee workers,0,0
51.62,-2.029,Garden Bumblebee,0,0
51.62,-2.029,Honeybee,0,0
51.62,-2.029,Indet. Bee,0,0
51.62,-2.029,Tree Bumblebee,0,0
51.62,-2.029,White/Buff-tailed Bumblebee workers,0,0
51.62,0.4211,a white-tailed bumblebee,0,0
51.62,0.4211,Early Bumblebee,0,0
51.62,0.4211,Garden Bumblebee,0,0
51.62,0.8196,Garden Bumblebee,0,0
51.62,0.8196,Honeybee,0,0
51.62,0.8196,Indet. Bee,0,0
51.62,0.8196,Tree Bumblebee,0,0
51.63,-4.998,Common Carder,0,0
51.63,-4.998,Early Bumblebee,0,0
51.63,-4.998,Tree Bumblebee,0,0
51.63,-0.8818,a white-tailed bumblebee,0,0
51.63,-0.8818,Buff-tailed Bumblebee,0,0
51.63,-0.8818,Common Carder,0,0
51.63,-0.8818,Early Bumblebee,0,0
51.63,-0.8818,Garden Bumblebee,0,0
51.63,-0.8818,Honeybee,0,0
51.63,-0.8818,Red-tailed Bumblebee,0,0
51.63,-0.8818,Tree Bumblebee,0,0
51.63,0.4377,Common Carder,0,0
51.63,0.4377,Early Bumblebee,0,0
51.63,0.4377,Garden Bumblebee,0,0
51.63,0.4377,Honeybee,0,0
51.63,0.4377,Red-tailed Bumblebee,0,0
51.64,-3.1,Honeybee,0,0
51.64,-3.1,Tree Bumblebee,0,0
51.64,-3.1,White/Buff-tailed Bumblebee workers,0,0
51.64,-1.905,Indet. Bee,0,0
51.64,-1.905,White/Buff-tailed Bumblebee workers,0,0
51.64,-1.389,a white-tailed bumblebee,0,0
51.64,-1.389,Buff-tailed Bumblebee,0,0
51.64,-1.389,Common Carder,0,0
51.64,-1.389,Early Bumblebee,0,0
51.64,-1.389,Garden Bumblebee,0,0
51.64,-1.389,Indet. Bee,0,0
51.64,-1.389,Red-tailed Bumblebee,0,0
51.64,-1.389,Tree Bumblebee,0,0
51.64,0.0722,Garden Bumblebee,0,0
51.64,0.0722,White/Buff-tailed Bumblebee workers,0,0
51.65,-5.053,Early Bumblebee,0,0
51.65,-5.053,Honeybee,0,0
51.65,-5.053,Indet. Bee,0,0
51.65,-5.053,Tree Bumblebee,0,0
51.65,-5.053,White/Buff-tailed Bumblebee workers,0,0
51.65,-5.052,a white-tailed bumblebee,0,0
51.65,-5.052,Buff-tailed Bumblebee,0,0
51.65,-5.052,Early Bumblebee,0,0
51.65,-5.052,Honeybee,0,0
51.65,-5.052,Tree Bumblebee,0,0
51.66,-4.993,a white-tailed bumblebee,0,0
51.66,-4.993,Honeybee,0,0
51.66,-4.993,Tree Bumblebee,0,0
51.66,-4.993,White/Buff-tailed Bumblebee workers,0,0
51.66,-3.823,a white-tailed bumblebee,0,0
51.66,-3.823,Buff-tailed Bumblebee,0,0
51.66,-3.823,Common Carder,0,0
51.66,-3.823,Early Bumblebee,0,0
51.66,-3.823,Garden Bumblebee,0,0
51.66,-3.823,Indet. Bee,0,0
51.66,-3.823,Red-tailed Bumblebee,0,0
51.66,-3.823,Tree Bumblebee,0,0
51.66,-3.823,White/Buff-tailed Bumblebee workers,0,0
51.66,-1.292,a white-tailed bumblebee,0,0
51.66,-1.292,Common Carder,0,0
51.66,-1.292,Early Bumblebee,0,0
51.66,-1.292,Garden Bumblebee,0,0
51.66,-1.292,Honeybee,0,0
51.66,-1.292,Indet. Bee,0,0
51.66,-1.292,Red-tailed Bumblebee,0,0
51.66,-1.292,Tree Bumblebee,0,0
51.66,-1.292,White/Buff-tailed Bumblebee workers,0,0
51.66,0.04165,a white-tailed bumblebee,0,0
51.66,0.04165,Buff-tailed Bumblebee,0,0
51.66,0.04165,Common Carder,0,0
51.66,0.04165,Early Bumblebee,0,0
51.66,0.04165,Garden Bumblebee,0,0
51.66,0.04165,Honeybee,0,0
51.66,0.04165,Red-tailed Bumblebee,0,0
51.66,0.04165,Tree Bumblebee,0,0
51.67,-2.147,Honeybee,0,0
51.67,-1.306,Early Bumblebee,0,0
51.67,-1.306,Honeybee,0,0
51.67,-1.306,Tree Bumblebee,0,0
51.67,-1.306,White/Buff-tailed Bumblebee workers,0,0
51.67,-1.257,a white-tailed bumblebee,0,0
51.67,-1.257,Garden Bumblebee,0,0
51.67,-0.1246,Garden Bumblebee,0,0
51.67,-0.1246,Honeybee,0,0
51.67,-0.1246,Red-tailed Bumblebee,0,0
51.67,-0.1246,Tree Bumblebee,0,0
51.67,-0.1246,White/Buff-tailed Bumblebee workers,0,0
51.68,-5.045,a white-tailed bumblebee,0,0
51.68,-5.045,Buff-tailed Bumblebee,0,0
51.68,-5.045,Common Carder,0,0
51.68,-5.045,Early Bumblebee,0,0
51.68,-5.045,Garden Bumblebee,0,0
51.68,-5.045,Honeybee,0,0
51.68,-5.045,Indet. Bee,0,0
51.68,-5.045,Red-tailed Bumblebee,0,0
51.68,-5.045,Tree Bumblebee,0,0
51.68,-5.045,White/Buff-tailed Bumblebee workers,0,0
51.68,-2.531,Buff-tailed Bumblebee,0,0
51.68,-2.531,Common Carder,0,0
51.68,-2.531,Early Bumblebee,0,0
51.68,-2.531,Garden Bumblebee,0,0
51.68,-2.531,Red-tailed Bumblebee,0,0
51.68,-2.531,Tree Bumblebee,0,0
51.68,-0.3452,a white-tailed bumblebee,0,0
51.68,-0.3452,Buff-tailed Bumblebee,0,0
51.68,-0.3452,Common Carder,0,0
51.68,-0.3452,Early Bumblebee,0,0
51.68,-0.3452,Garden Bumblebee,0,0
51.68,-0.3452,Indet. Bee,0,0
51.68,-0.3452,Red-tailed Bumblebee,0,0
51.68,-0.3452,Tree Bumblebee,0,0
51.69,-5.043,Buff-tailed Bumblebee,0,0
51.69,-5.043,Early Bumblebee,0,0
51.69,-5.043,Honeybee,0,0
51.69,-5.043,Indet. Bee,0,0
51.69,-5.043,Tree Bumblebee,0,0
51.69,-1.747,Tree Bumblebee,0,0
51.7,-0.5037,a white-tailed bumblebee,0,0
51.7,-0.5037,Common Carder,0,0
51.7,-0.5037,Tree Bumblebee,0,0
51.71,-4.967,a white-tailed bumblebee,0,0
51.71,-4.967,Buff-tailed Bumblebee,0,0
51.71,-4.967,Common Carder,0,0
51.71,-4.967,Early Bumblebee,0,0
51.71,-4.967,Garden Bumblebee,0,0
51.71,-4.967,Indet. Bee,0,0
51.71,-4.967,Red-tailed Bumblebee,0,0
51.71,-4.967,Tree Bumblebee,0,0
51.71,-0.5034,White/Buff-tailed Bumblebee workers,0,0
51.73,-0.6302,Honeybee,0,0
51.73,-0.6302,Indet. Bee,0,0
51.73,-0.6302,Tree Bumblebee,0,0
51.73,-0.6302,White/Buff-tailed Bumblebee workers,0,0
51.74,-4.671,Honeybee,0,0
51.74,-4.67,a white-tailed bumblebee,0,0
51.74,-4.67,Common Carder,0,0
51.74,-4.67,Garden Bumblebee,0,0
51.74,-4.67,Honeybee,0,0
51.74,-4.67,Red-tailed Bumblebee,0,0
51.74,-4.67,White/Buff-tailed Bumblebee workers,0,0
51.74,-1.321,White/Buff-tailed Bumblebee workers,0,0
51.74,-1.132,Early Bumblebee,0,0
51.74,-1.132,Garden Bumblebee,0,0
51.74,-1.132,Indet. Bee,0,0
51.74,-1.132,Tree Bumblebee,0,0
51.74,-1.132,White/Buff-tailed Bumblebee workers,0,0
51.75,-1.244,Common Carder,0,0
51.75,-1.244,Early Bumblebee,0,0
51.75,-1.244,Indet. Bee,0,0
51.75,-1.244,White/Buff-tailed Bumblebee workers,0,0
51.75,0.09936,Early Bumblebee,0,0
51.75,0.09936,Garden Bumblebee,0,0
51.75,0.09936,Honeybee,0,0
51.75,0.09936,Indet. Bee,0,0
51.75,0.09936,Tree Bumblebee,0,0
51.75,0.09936,White/Buff-tailed Bumblebee workers,0,0
51.76,-3.205,Buff-tailed Bumblebee,0,0
51.76,-3.205,Garden Bumblebee,0,0
51.76,-3.205,Honeybee,0,0
51.76,-3.205,Indet. Bee,0,0
51.76,-3.205,Red-tailed Bumblebee,0,0
51.76,-3.205,White/Buff-tailed Bumblebee workers,0,0
51.76,-0.5728,a white-tailed bumblebee,0,0
51.76,-0.5728,Buff-tailed Bumblebee,0,0
51.76,-0.5728,Common Carder,0,0
51.76,-0.5728,Early Bumblebee,0,0
51.76,-0.5728,Garden Bumblebee,0,0
51.76,-0.5728,Indet. Bee,0,0
51.76,-0.5728,Red-tailed Bumblebee,0,0
51.76,-0.5728,Tree Bumblebee,0,0
51.76,-0.5627,a white-tailed bumblebee,0,0
51.76,-0.5627,Buff-tailed Bumblebee,0,0
51.76,-0.5627,Common Carder,0,0
51.76,-0.5627,Early Bumblebee,0,0
51.76,-0.5627,Garden Bumblebee,0,0
51.76,-0.5627,Indet. Bee,0,0
51.76,-0.5627,Red-tailed Bumblebee,0,0
51.76,-0.5627,Tree Bumblebee,0,0
51.76,-0.5627,White/Buff-tailed Bumblebee workers,0,0
51.77,-3.201,Indet. Bee,0,0
51.77,-3.201,Tree Bumblebee,0,0
51.78,-2.693,Honeybee,0,0
51.78,-2.693,Tree Bumblebee,0,0
51.78,-2.693,White/Buff-tailed Bumblebee workers,0,0
51.78,-1.194,Early Bumblebee,0,0
51.78,-1.194,Garden Bumblebee,0,0
51.78,-1.194,Honeybee,0,0
51.78,-1.194,Indet. Bee,0,0
51.78,-1.194,Red-tailed Bumblebee,0,0
51.78,-1.194,Tree Bumblebee,0,0
51.78,-1.194,White/Buff-tailed Bumblebee workers,0,0
51.78,-0.1763,a white-tailed bumblebee,0,0
51.78,-0.1763,Common Carder,0,0
51.78,-0.1763,Early Bumblebee,0,0
51.78,-0.1763,Garden Bumblebee,0,0
51.78,-0.1763,Honeybee,0,0
51.78,-0.1763,Indet. Bee,0,0
51.78,-0.1763,Tree Bumblebee,0,0
51.78,-0.1763,White/Buff-tailed Bumblebee workers,0,0
51.79,-4.934,Honeybee,0,0
51.79,-3.021,a white-tailed bumblebee,0,0
51.79,-3.021,Buff-tailed Bumblebee,0,0
51.79,-3.021,Common Carder,0,0
51.79,-3.021,Early Bumblebee,0,0
51.79,-3.021,Garden Bumblebee,0,0
51.79,-3.021,Red-tailed Bumblebee,0,0
51.79,-3.021,Tree Bumblebee,0,0
51.79,-3.021,White/Buff-tailed Bumblebee workers,0,0
51.8,-1.288,a white-tailed bumblebee,0,0
51.8,-1.288,Buff-tailed Bumblebee,0,0
51.8,-1.288,Common Carder,0,0
51.8,-1.288,Early Bumblebee,0,0
51.8,-1.288,Garden Bumblebee,0,0
51.8,-1.288,Honeybee,0,0
51.8,-1.288,Red-tailed Bumblebee,0,0
51.8,-1.288,Tree Bumblebee,0,0
51.8,-1.288,White/Buff-tailed Bumblebee workers,0,0
51.81,-0.3523,a white-tailed bumblebee,0,0
51.81,-0.3523,Buff-tailed Bumblebee,0,0
51.81,-0.3523,Common Carder,0,0
51.81,-0.3523,Early Bumblebee,0,0
51.81,-0.3523,Garden Bumblebee,0,0
51.81,-0.3523,Honeybee,0,0
51.81,-0.3523,Indet. Bee,0,0
51.81,-0.3523,Red-tailed Bumblebee,0,0
51.81,-0.3523,Tree Bumblebee,0,0
51.82,-2.017,Honeybee,0,0
51.82,-2.017,Indet. Bee,0,0
51.82,-2.017,Tree Bumblebee,0,0
51.82,-2.017,White/Buff-tailed Bumblebee workers,0,0
51.83,-4.047,Red-tailed Bumblebee,0,0
51.83,-4.047,White/Buff-tailed Bumblebee workers,0,0
51.83,-0.7942,a white-tailed bumblebee,0,0
51.83,-0.7942,Garden Bumblebee,0,0
51.83,-0.7942,Tree Bumblebee,0,0
51.84,-4.148,Honeybee,0,0
51.84,1.239,Early Bumblebee,0,0
51.84,1.239,Indet. Bee,0,0
51.84,1.239,White/Buff-tailed Bumblebee workers,0,0
51.86,-2.08,Garden Bumblebee,0,0
51.87,-4.971,Honeybee,0,0
51.87,-4.968,Honeybee,0,0
51.87,-4.968,Tree Bumblebee,0,0
51.87,0.7704,a white-tailed bumblebee,0,0
51.87,0.7704,Early Bumblebee,0,0
51.87,0.7704,Garden Bumblebee,0,0
51.87,0.7704,Honeybee,0,0
51.87,0.7704,Indet. Bee,0,0
51.87,0.7704,White/Buff-tailed Bumblebee workers,0,0
51.88,-4.014,Tree Bumblebee,0,0
51.88,1.004,a white-tailed bumblebee,0,0
51.88,1.004,Common Carder,0,0
51.88,1.004,Early Bumblebee,0,0
51.88,1.004,Garden Bumblebee,0,0
51.88,1.004,Honeybee,0,0
51.88,1.004,Indet. Bee,0,0
51.88,1.004,Red-tailed Bumblebee,0,0
51.88,1.004,Tree Bumblebee,0,0
51.88,1.004,White/Buff-tailed Bumblebee workers,0,0
51.89,-5.239,Early Bumblebee,0,0
51.89,-5.239,Honeybee,0,0
51.89,-5.239,Tree Bumblebee,0,0
51.89,-5.236,a white-tailed bumblebee,0,0
51.89,-5.236,Buff-tailed Bumblebee,0,0
51.89,-5.236,Common Carder,0,0
51.89,-5.236,Early Bumblebee,0,0
51.89,-5.236,Garden Bumblebee,0,0
51.89,-5.236,Honeybee,0,0
51.89,-5.236,Red-tailed Bumblebee,0,0
51.89,-5.236,Tree Bumblebee,0,0
51.89,-5.236,White/Buff-tailed Bumblebee workers,0,0
51.89,-5.19,a white-tailed bumblebee,0,0
51.89,-5.19,Buff-tailed Bumblebee,0,0
51.89,-5.19,Common Carder,0,0
51.89,-5.19,Early Bumblebee,0,0
51.89,-5.19,Garden Bumblebee,0,0
51.89,-5.19,Honeybee,0,0
51.89,-5.19,Red-tailed Bumblebee,0,0
51.89,-5.19,Tree Bumblebee,0,0
51.89,-4.007,Garden Bumblebee,0,0
51.89,-4.007,Honeybee,0,0
51.89,-4.007,Indet. Bee,0,0
51.9,0.8371,Buff-tailed Bumblebee,0,0
51.9,0.8371,Common Carder,0,0
51.9,0.8371,Early Bumblebee,0,0
51.9,0.8371,Garden Bumblebee,0,0
51.9,0.8371,Honeybee,0,0
51.9,0.8371,Indet. Bee,0,0
51.9,0.8371,Red-tailed Bumblebee,0,0
51.9,0.8371,Tree Bumblebee,0,0
51.9,0.8371,White/Buff-tailed Bumblebee workers,0,0
51.91,-4.349,a white-tailed bumblebee,0,0
51.91,-4.349,Garden Bumblebee,0,0
51.91,-4.349,Honeybee,0,0
51.91,-4.349,White/Buff-tailed Bumblebee workers,0,0
51.91,-2.868,a white-tailed bumblebee,0,0
51.91,-2.868,Common Carder,0,0
51.91,-2.868,White/Buff-tailed Bumblebee workers,0,0
51.91,-2.529,Honeybee,0,0
51.91,-2.529,Indet. Bee,0,0
51.91,-2.529,White/Buff-tailed Bumblebee workers,0,0
51.92,-4.825,White/Buff-tailed Bumblebee workers,0,0
51.92,-1.888,Early Bumblebee,0,0
51.92,-1.888,Tree Bumblebee,0,0
51.92,-1.888,White/Buff-tailed Bumblebee workers,0,0
51.93,-2.954,White/Buff-tailed Bumblebee workers,0,0
51.94,-2.097,Common Carder,0,0
51.94,-2.097,Early Bumblebee,0,0
51.94,-2.097,Garden Bumblebee,0,0
51.94,-2.097,Indet. Bee,0,0
51.94,-2.097,Tree Bumblebee,0,0
51.94,-2.097,White/Buff-tailed Bumblebee workers,0,0
51.95,-4.178,Honeybee,0,0
51.95,-4.178,Indet. Bee,0,0
51.96,-2.556,Early Bumblebee,0,0
51.96,-2.556,Honeybee,0,0
51.96,-2.556,Indet. Bee,0,0
51.96,-2.556,Red-tailed Bumblebee,0,0
51.96,-2.556,White/Buff-tailed Bumblebee workers,0,0
51.97,-0.4917,Early Bumblebee,0,0
51.97,-0.4917,Garden Bumblebee,0,0
51.97,-0.4917,Honeybee,0,0
51.97,-0.4917,Indet. Bee,0,0
51.97,1.051,Garden Bumblebee,0,0
51.97,1.051,Honeybee,0,0
51.97,1.051,White/Buff-tailed Bumblebee workers,0,0
51.98,-0.2659,Early Bumblebee,0,0
51.99,-5.006,Buff-tailed Bumblebee,0,0
51.99,-5.006,Early Bumblebee,0,0
51.99,-5.006,Honeybee,0,0
51.99,-5.006,White/Buff-tailed Bumblebee workers,0,0
51.99,-4.834,a white-tailed bumblebee,0,0
51.99,-4.834,Buff-tailed Bumblebee,0,0
51.99,-4.834,Common Carder,0,0
51.99,-4.834,Early Bumblebee,0,0
51.99,-4.834,Garden Bumblebee,0,0
51.99,-4.834,Honeybee,0,0
51.99,-4.834,Red-tailed Bumblebee,0,0
51.99,-4.834,Tree Bumblebee,0,0
51.99,-4.834,White/Buff-tailed Bumblebee workers,0,0
52.01,-0.0622,a white-tailed bumblebee,0,0
52.01,-0.0622,Buff-tailed Bumblebee,0,0
52.01,-0.0622,Common Carder,0,0
52.01,-0.0622,Early Bumblebee,0,0
52.01,-0.0622,Garden Bumblebee,0,0
52.01,-0.0622,Honeybee,0,0
52.01,-0.0622,Indet. Bee,0,0
52.01,-0.0622,Red-tailed Bumblebee,0,0
52.01,-0.0622,Tree Bumblebee,0,0
52.01,-0.0622,White/Buff-tailed Bumblebee workers,0,0
52.02,-4.739,a white-tailed bumblebee,0,0
52.02,-4.739,Buff-tailed Bumblebee,0,0
52.02,-4.739,Common Carder,0,0
52.02,-4.739,Early Bumblebee,0,0
52.02,-4.739,Garden Bumblebee,0,0
52.02,-4.739,Honeybee,0,0
52.02,-4.739,Red-tailed Bumblebee,0,0
52.02,-4.739,Tree Bumblebee,0,0
52.02,-4.739,White/Buff-tailed Bumblebee workers,0,0
52.02,0.9543,a white-tailed bumblebee,0,0
52.02,0.9543,Buff-tailed Bumblebee,0,0
52.02,0.9543,Garden Bumblebee,0,0
52.02,0.9543,Honeybee,0,0
52.02,0.9543,Indet. Bee,0,0
52.02,0.9543,Tree Bumblebee,0,0
52.02,0.9543,White/Buff-tailed Bumblebee workers,0,0
52.04,-4.085,a white-tailed bumblebee,0,0
52.04,-4.085,Buff-tailed Bumblebee,0,0
52.04,-4.085,Common Carder,0,0
52.04,-4.085,Early Bumblebee,0,0
52.04,-4.085,Garden Bumblebee,0,0
52.04,-4.085,Indet. Bee,0,0
52.04,-4.085,Red-tailed Bumblebee,0,0
52.04,-4.085,Tree Bumblebee,0,0
52.04,-4.085,White/Buff-tailed Bumblebee workers,0,0
52.06,-2.684,Indet. Bee,0,0
52.06,-2.674,Indet. Bee,0,0
52.07,-4.755,Early Bumblebee,0,0
52.07,-4.755,Garden Bumblebee,0,0
52.07,-4.755,Honeybee,0,0
52.07,-4.645,Honeybee,0,0
52.07,-4.645,Tree Bumblebee,0,0
52.07,-0.1236,Buff-tailed Bumblebee,0,0
52.07,-0.1236,Common Carder,0,0
52.07,-0.1236,Garden Bumblebee,0,0
52.07,-0.1236,Honeybee,0,0
52.07,-0.1236,Red-tailed Bumblebee,0,0
52.07,-0.1236,Tree Bumblebee,0,0
52.07,-0.1236,White/Buff-tailed Bumblebee workers,0,0
52.08,-4.758,a white-tailed bumblebee,0,0
52.08,-4.758,Buff-tailed Bumblebee,0,0
52.08,-4.758,Common Carder,0,0
52.08,-4.758,Early Bumblebee,0,0
52.08,-4.758,Garden Bumblebee,0,0
52.08,-4.758,Honeybee,0,0
52.08,-4.758,Red-tailed Bumblebee,0,0
52.08,-4.758,Tree Bumblebee,0,0
52.08,-4.758,White/Buff-tailed Bumblebee workers,0,0
52.08,-4.681,a white-tailed bumblebee,0,0
52.08,-4.681,Buff-tailed Bumblebee,0,0
52.08,-4.681,Common Carder,0,0
52.08,-4.681,Early Bumblebee,0,0
52.08,-4.681,Garden Bumblebee,0,0
52.08,-4.681,Honeybee,0,0
52.08,-4.681,Red-tailed Bumblebee,0,0
52.08,-4.681,Tree Bumblebee,0,0
52.08,-4.681,White/Buff-tailed Bumblebee workers,0,0
52.08,1.104,Indet. Bee,0,0
52.08,1.104,Tree Bumblebee,0,0
52.09,1.315,Honeybee,0,0
52.09,1.315,Indet. Bee,0,0
52.09,1.315,White/Buff-tailed Bumblebee workers,0,0
52.1,-4.7,a white-tailed bumblebee,0,0
52.1,-4.7,Buff-tailed Bumblebee,0,0
52.1,-4.7,Common Carder,0,0
52.1,-4.7,Early Bumblebee,0,0
52.1,-4.7,Garden Bumblebee,0,0
52.1,-4.7,Honeybee,0,0
52.1,-4.7,Red-tailed Bumblebee,0,0
52.1,-4.7,Tree Bumblebee,0,0
52.1,-4.7,White/Buff-tailed Bumblebee workers,0,0
52.1,-2.333,a white-tailed bumblebee,0,0
52.1,-2.333,Early Bumblebee,0,0
52.1,-2.333,Garden Bumblebee,0,0
52.1,-2.333,Indet. Bee,0,0
52.1,-2.333,Red-tailed Bumblebee,0,0
52.1,-2.333,Tree Bumblebee,0,0
52.11,-2.074,Garden Bumblebee,0,0
52.11,-2.074,Honeybee,0,0
52.12,-2.327,Early Bumblebee,0,0
52.12,-2.327,Indet. Bee,0,0
52.12,-2.327,Tree Bumblebee,0,0
52.12,-2.327,White/Buff-tailed Bumblebee workers,0,0
52.12,-0.2558,a white-tailed bumblebee,0,0
52.12,-0.2558,Honeybee,0,0
52.12,-0.2558,Indet. Bee,0,0
52.12,-0.2558,White/Buff-tailed Bumblebee workers,0,0
52.12,0.3646,Honeybee,0,0
52.13,-4.529,Honeybee,0,0
52.13,-3.246,Indet. Bee,0,0
52.13,-3.246,Tree Bumblebee,0,0
52.13,-3.246,White/Buff-tailed Bumblebee workers,0,0
52.14,-2.533,Early Bumblebee,0,0
52.14,-2.533,Indet. Bee,0,0
52.14,-2.533,Tree Bumblebee,0,0
52.14,-2.533,White/Buff-tailed Bumblebee workers,0,0
52.16,-0.4737,a white-tailed bumblebee,0,0
52.16,-0.4737,Buff-tailed Bumblebee,0,0
52.16,-0.4737,Early Bumblebee,0,0
52.16,-0.4737,Garden Bumblebee,0,0
52.16,-0.4737,Honeybee,0,0
52.16,-0.4737,Indet. Bee,0,0
52.16,-0.4737,Red-tailed Bumblebee,0,0
52.16,-0.4737,Tree Bumblebee,0,0
52.16,-0.4737,White/Buff-tailed Bumblebee workers,0,0
52.18,-3.949,a white-tailed bumblebee,0,0
52.18,-3.949,Buff-tailed Bumblebee,0,0
52.18,-3.949,Common Carder,0,0
52.18,-3.949,Early Bumblebee,0,0
52.18,-3.949,Garden Bumblebee,0,0
52.18,-3.949,Red-tailed Bumblebee,0,0
52.18,-3.949,Tree Bumblebee,0,0
52.19,-4.398,a white-tailed bumblebee,0,0
52.19,-4.398,Buff-tailed Bumblebee,0,0
52.19,-4.398,Common Carder,0,0
52.19,-4.398,Early Bumblebee,0,0
52.19,-4.398,Garden Bumblebee,0,0
52.19,-4.398,Honeybee,0,0
52.19,-4.398,Red-tailed Bumblebee,0,0
52.19,-4.398,Tree Bumblebee,0,0
52.19,-3.996,Indet. Bee,0,0
52.19,-3.996,White/Buff-tailed Bumblebee workers,0,0
52.2,-4.395,Garden Bumblebee,0,0
52.2,-4.395,Honeybee,0,0
52.2,-4.395,Indet. Bee,0,0
52.2,-4.395,Tree Bumblebee,0,0
52.2,-4.395,White/Buff-tailed Bumblebee workers,0,0
52.2,-0.7284,Early Bumblebee,0,0
52.2,-0.7284,Garden Bumblebee,0,0
52.2,-0.7284,Honeybee,0,0
52.2,-0.7284,White/Buff-tailed Bumblebee workers,0,0
52.22,-2.244,Early Bumblebee,0,0
52.22,-2.244,Garden Bumblebee,0,0
52.22,-2.244,White/Buff-tailed Bumblebee workers,0,0
52.23,0.9096,a white-tailed bumblebee,0,0
52.23,0.9096,Buff-tailed Bumblebee,0,0
52.23,0.9096,Common Carder,0,0
52.23,0.9096,Early Bumblebee,0,0
52.23,0.9096,Garden Bumblebee,0,0
52.23,0.9096,Honeybee,0,0
52.23,0.9096,Red-tailed Bumblebee,0,0
52.23,0.9096,Tree Bumblebee,0,0
52.23,0.9096,White/Buff-tailed Bumblebee workers,0,0
52.24,-2.937,Honeybee,0,0
52.24,-2.937,Indet. Bee,0,0
52.24,-2.937,Red-tailed Bumblebee,0,0
52.24,-2.937,White/Buff-tailed Bumblebee workers,0,0
52.24,-1.629,a white-tailed bumblebee,0,0
52.24,-1.629,Indet. Bee,0,0
52.24,-1.629,Tree Bumblebee,0,0
52.25,0.7335,Honeybee,0,0
52.25,0.7335,Indet. Bee,0,0
52.25,0.735,a white-tailed bumblebee,0,0
52.25,0.735,Garden Bumblebee,0,0
52.25,0.735,Honeybee,0,0
52.25,0.735,Indet. Bee,0,0
52.26,-0.9596,a white-tailed bumblebee,0,0
52.26,-0.9596,Early Bumblebee,0,0
52.26,-0.9596,Garden Bumblebee,0,0
52.26,-0.9596,Indet. Bee,0,0
52.26,-0.9596,Red-tailed Bumblebee,0,0
